timestamp,is_push_notification,tpm,play_counted
2025-05-03 13:35:00,0,223,50938
2025-05-03 13:40:00,0,670,51250
2025-05-03 13:45:00,0,972,51563
2025-05-03 13:50:00,0,146,51875
2025-05-03 13:55:00,0,563,52188
2025-05-03 14:00:00,0,880,52500
2025-05-03 14:05:00,0,341,52813
2025-05-03 14:10:00,0,549,53125
2025-05-03 14:15:00,0,402,53438
2025-05-03 14:20:00,0,465,53750
2025-05-03 14:25:00,0,292,54063
2025-05-03 14:30:00,0,478,54375
2025-05-03 14:35:00,0,914,54688
2025-05-03 14:40:00,0,693,55000
2025-05-03 14:45:00,0,190,55313
2025-05-03 14:50:00,0,890,55625
2025-05-03 14:55:00,0,139,55938
2025-05-03 15:00:00,0,638,56250
2025-05-03 15:05:00,0,892,56563
2025-05-03 15:10:00,0,635,56875
2025-05-03 15:15:00,0,565,57188
2025-05-03 15:20:00,0,670,57500
2025-05-03 15:25:00,0,422,57813
2025-05-03 15:30:00,0,680,58125
2025-05-03 15:35:00,0,714,58438
2025-05-03 15:40:00,0,596,58750
2025-05-03 15:45:00,0,231,59063
2025-05-03 15:50:00,0,185,59375
2025-05-03 15:55:00,0,693,59688
2025-05-03 16:00:00,1,546,60000
2025-05-03 16:05:00,0,1467,60313
2025-05-03 16:10:00,0,1517,60625
2025-05-03 16:15:00,0,944,60938
2025-05-03 16:20:00,0,280,61250
2025-05-03 16:25:00,0,1760,61563
2025-05-03 16:30:00,0,1151,61875
2025-05-03 16:35:00,0,384,62188
2025-05-03 16:40:00,0,402,62500
2025-05-03 16:45:00,0,528,62813
2025-05-03 16:50:00,0,637,63125
2025-05-03 16:55:00,0,493,63438
2025-05-03 17:00:00,0,356,63750
2025-05-03 17:05:00,0,885,64063
2025-05-03 17:10:00,0,670,64375
2025-05-03 17:15:00,0,320,64688
2025-05-03 17:20:00,0,673,65000
2025-05-03 17:25:00,0,460,65313
2025-05-03 17:30:00,0,137,65625
2025-05-03 17:35:00,0,602,65938
2025-05-03 17:40:00,0,458,66250
2025-05-03 17:45:00,0,682,66563
2025-05-03 17:50:00,0,590,66875
2025-05-03 17:55:00,0,267,67188
2025-05-03 18:00:00,0,276,67500
2025-05-03 18:05:00,0,285,67813
2025-05-03 18:10:00,0,488,68125
2025-05-03 18:15:00,0,562,68438
2025-05-03 18:20:00,0,651,68750
2025-05-03 18:25:00,0,758,69063
2025-05-03 18:30:00,0,696,69375
2025-05-03 18:35:00,0,699,69688
2025-05-03 18:40:00,0,679,70000
2025-05-03 18:45:00,0,593,70313
2025-05-03 18:50:00,0,892,70625
2025-05-03 18:55:00,0,562,70938
2025-05-03 19:00:00,0,2000,71250
2025-05-03 19:05:00,0,2000,71563
2025-05-03 19:10:00,0,1680,71875
2025-05-03 19:15:00,0,1884,72188
2025-05-03 19:20:00,0,1834,72500
2025-05-03 19:25:00,0,2000,72813
2025-05-03 19:30:00,0,2000,73125
2025-05-03 19:35:00,0,2000,73438
2025-05-03 19:40:00,0,1980,73750
2025-05-03 19:45:00,0,1693,74063
2025-05-03 19:50:00,0,2000,74375
2025-05-03 19:55:00,0,2000,74688
2025-05-03 20:00:00,0,274,75000
2025-05-03 20:05:00,0,646,75313
2025-05-03 20:10:00,0,227,75625
2025-05-03 20:15:00,0,643,75938
2025-05-03 20:20:00,0,762,76250
2025-05-03 20:25:00,0,580,76563
2025-05-03 20:30:00,0,847,76875
2025-05-03 20:35:00,0,821,77188
2025-05-03 20:40:00,0,814,77500
2025-05-03 20:45:00,0,298,77813
2025-05-03 20:50:00,0,431,78125
2025-05-03 20:55:00,0,291,78438
2025-05-03 21:00:00,0,355,78750
2025-05-03 21:05:00,0,594,79063
2025-05-03 21:10:00,0,339,79375
2025-05-03 21:15:00,0,950,79688
2025-05-03 21:20:00,0,444,80000
2025-05-03 21:25:00,0,471,80313
2025-05-03 21:30:00,0,866,80625
2025-05-03 21:35:00,0,736,80938
2025-05-03 21:40:00,0,838,81250
2025-05-03 21:45:00,0,474,81563
2025-05-03 21:50:00,0,987,81875
2025-05-03 21:55:00,0,825,82188
2025-05-03 22:00:00,0,187,82500
2025-05-03 22:05:00,0,471,82813
2025-05-03 22:10:00,0,611,83125
2025-05-03 22:15:00,0,163,83438
2025-05-03 22:20:00,0,430,83750
2025-05-03 22:25:00,0,803,84063
2025-05-03 22:30:00,0,839,84375
2025-05-03 22:35:00,0,799,84688
2025-05-03 22:40:00,0,701,85000
2025-05-03 22:45:00,0,700,85313
2025-05-03 22:50:00,0,546,85625
2025-05-03 22:55:00,0,365,85938
2025-05-03 23:00:00,0,616,86250
2025-05-03 23:05:00,0,708,86563
2025-05-03 23:10:00,0,673,86875
2025-05-03 23:15:00,0,705,87188
2025-05-03 23:20:00,0,668,87500
2025-05-03 23:25:00,0,572,87813
2025-05-03 23:30:00,0,311,88125
2025-05-03 23:35:00,0,565,88438
2025-05-03 23:40:00,0,577,88750
2025-05-03 23:45:00,0,583,89063
2025-05-03 23:50:00,0,738,89375
2025-05-03 23:55:00,0,568,89688
2025-05-09 00:00:00,0,1698,1
2025-05-09 00:05:00,0,1919,313
2025-05-09 00:10:00,0,1543,625
2025-05-09 00:15:00,0,1607,938
2025-05-09 00:20:00,0,1386,1250
2025-05-09 00:25:00,0,1247,1563
2025-05-09 00:30:00,0,1644,1875
2025-05-09 00:35:00,0,1516,2188
2025-05-09 00:40:00,0,1517,2500
2025-05-09 00:45:00,0,1404,2813
2025-05-09 00:50:00,0,1567,3125
2025-05-09 00:55:00,0,1625,3438
2025-05-09 01:00:00,0,721,3750
2025-05-09 01:05:00,0,345,4063
2025-05-09 01:10:00,0,366,4375
2025-05-09 01:15:00,0,302,4688
2025-05-09 01:20:00,0,490,5000
2025-05-09 01:25:00,0,296,5313
2025-05-09 01:30:00,0,415,5625
2025-05-09 01:35:00,0,506,5938
2025-05-09 01:40:00,0,782,6250
2025-05-09 01:45:00,0,162,6563
2025-05-09 01:50:00,0,576,6875
2025-05-09 01:55:00,0,169,7188
2025-05-09 02:00:00,0,132,7500
2025-05-09 02:05:00,0,63,7813
2025-05-09 02:10:00,0,164,8125
2025-05-09 02:15:00,0,41,8438
2025-05-09 02:20:00,0,57,8750
2025-05-09 02:25:00,0,139,9063
2025-05-09 02:30:00,0,110,9375
2025-05-09 02:35:00,0,25,9688
2025-05-09 02:40:00,0,29,10000
2025-05-09 02:45:00,0,53,10313
2025-05-09 02:50:00,0,142,10625
2025-05-09 02:55:00,0,191,10938
2025-05-09 03:00:00,0,186,11250
2025-05-09 03:05:00,0,126,11563
2025-05-09 03:10:00,0,116,11875
2025-05-09 03:15:00,0,144,12188
2025-05-09 03:20:00,0,93,12500
2025-05-09 03:25:00,0,108,12813
2025-05-09 03:30:00,0,98,13125
2025-05-09 03:35:00,0,63,13438
2025-05-09 03:40:00,0,133,13750
2025-05-09 03:45:00,0,21,14063
2025-05-09 03:50:00,0,179,14375
2025-05-09 03:55:00,0,139,14688
2025-05-09 04:00:00,0,79,15000
2025-05-09 04:05:00,0,26,15313
2025-05-09 04:10:00,0,113,15625
2025-05-09 04:15:00,0,154,15938
2025-05-09 04:20:00,0,160,16250
2025-05-09 04:25:00,0,127,16563
2025-05-09 04:30:00,0,66,16875
2025-05-09 04:35:00,0,178,17188
2025-05-09 04:40:00,0,145,17500
2025-05-09 04:45:00,0,36,17813
2025-05-09 04:50:00,0,76,18125
2025-05-09 04:55:00,0,66,18438
2025-05-09 05:00:00,0,165,18750
2025-05-09 05:05:00,0,104,19063
2025-05-09 05:10:00,0,140,19375
2025-05-09 05:15:00,0,111,19688
2025-05-09 05:20:00,0,62,20000
2025-05-09 05:25:00,0,167,20313
2025-05-09 05:30:00,0,84,20625
2025-05-09 05:35:00,0,73,20938
2025-05-09 05:40:00,0,177,21250
2025-05-09 05:45:00,0,31,21563
2025-05-09 05:50:00,0,33,21875
2025-05-09 05:55:00,0,90,22188
2025-05-09 06:00:00,0,112,22500
2025-05-09 06:05:00,0,42,22813
2025-05-09 06:10:00,0,171,23125
2025-05-09 06:15:00,0,132,23438
2025-05-09 06:20:00,0,130,23750
2025-05-09 06:25:00,0,60,24063
2025-05-09 06:30:00,0,110,24375
2025-05-09 06:35:00,0,39,24688
2025-05-09 06:40:00,0,144,25000
2025-05-09 06:45:00,0,162,25313
2025-05-09 06:50:00,0,19,25625
2025-05-09 06:55:00,0,37,25938
2025-05-09 07:00:00,0,531,26250
2025-05-09 07:05:00,0,189,26563
2025-05-09 07:10:00,0,554,26875
2025-05-09 07:15:00,0,329,27188
2025-05-09 07:20:00,0,576,27500
2025-05-09 07:25:00,0,815,27813
2025-05-09 07:30:00,0,771,28125
2025-05-09 07:35:00,0,375,28438
2025-05-09 07:40:00,0,575,28750
2025-05-09 07:45:00,0,233,29063
2025-05-09 07:50:00,0,494,29375
2025-05-09 07:55:00,0,530,29688
2025-05-09 08:00:00,0,150,30000
2025-05-09 08:05:00,0,131,30313
2025-05-09 08:10:00,0,363,30625
2025-05-09 08:15:00,0,644,30938
2025-05-09 08:20:00,0,605,31250
2025-05-09 08:25:00,0,752,31563
2025-05-09 08:30:00,0,277,31875
2025-05-09 08:35:00,0,553,32188
2025-05-09 08:40:00,0,716,32500
2025-05-09 08:45:00,0,589,32813
2025-05-09 08:50:00,0,581,33125
2025-05-09 08:55:00,0,213,33438
2025-05-09 09:00:00,1,1593,33750
2025-05-09 09:05:00,0,2000,34063
2025-05-09 09:10:00,0,2000,34375
2025-05-09 09:15:00,0,2000,34688
2025-05-09 09:20:00,0,2000,35000
2025-05-09 09:25:00,0,2000,35313
2025-05-09 09:30:00,0,1855,35625
2025-05-09 09:35:00,0,2000,35938
2025-05-09 09:40:00,0,2000,36250
2025-05-09 09:45:00,0,2000,36563
2025-05-09 09:50:00,0,1823,36875
2025-05-09 09:55:00,0,1695,37188
2025-05-09 10:00:00,0,238,37500
2025-05-09 10:05:00,0,199,37813
2025-05-09 10:10:00,0,719,38125
2025-05-09 10:15:00,0,413,38438
2025-05-09 10:20:00,0,243,38750
2025-05-09 10:25:00,0,626,39063
2025-05-09 10:30:00,0,540,39375
2025-05-09 10:35:00,0,238,39688
2025-05-09 10:40:00,0,450,40000
2025-05-09 10:45:00,0,124,40313
2025-05-09 10:50:00,0,167,40625
2025-05-09 10:55:00,0,617,40938
2025-05-09 11:00:00,0,647,41250
2025-05-09 11:05:00,0,136,41563
2025-05-09 11:10:00,0,157,41875
2025-05-09 11:15:00,0,268,42188
2025-05-09 11:20:00,0,619,42500
2025-05-09 11:25:00,0,290,42813
2025-05-09 11:30:00,0,331,43125
2025-05-09 11:35:00,0,558,43438
2025-05-09 11:40:00,0,686,43750
2025-05-09 11:45:00,0,357,44063
2025-05-09 11:50:00,0,799,44375
2025-05-09 11:55:00,0,142,44688
2025-05-09 12:00:00,0,1723,45000
2025-05-09 12:05:00,0,1795,45313
2025-05-09 12:10:00,0,1280,45625
2025-05-09 12:15:00,0,1873,45938
2025-05-09 12:20:00,0,1642,46250
2025-05-09 12:25:00,0,1860,46563
2025-05-09 12:30:00,0,1479,46875
2025-05-09 12:35:00,0,1912,47188
2025-05-09 12:40:00,0,1700,47500
2025-05-09 12:45:00,0,1497,47813
2025-05-09 12:50:00,0,1279,48125
2025-05-09 12:55:00,0,1570,48438
2025-05-09 13:00:00,0,663,48750
2025-05-09 13:05:00,0,469,49063
2025-05-09 13:10:00,0,768,49375
2025-05-09 13:15:00,0,280,49688
2025-05-09 13:20:00,0,304,50000
2025-05-09 13:25:00,0,441,50313
2025-05-09 13:30:00,0,172,50625
2025-05-09 13:35:00,0,293,50938
2025-05-09 13:40:00,0,366,51250
2025-05-09 13:45:00,0,706,51563
2025-05-09 13:50:00,0,400,51875
2025-05-09 13:55:00,0,120,52188
2025-05-09 14:00:00,0,167,52500
2025-05-09 14:05:00,0,641,52813
2025-05-09 14:10:00,0,226,53125
2025-05-09 14:15:00,0,204,53438
2025-05-09 14:20:00,0,717,53750
2025-05-09 14:25:00,0,644,54063
2025-05-09 14:30:00,0,323,54375
2025-05-09 14:35:00,0,445,54688
2025-05-09 14:40:00,0,795,55000
2025-05-09 14:45:00,0,242,55313
2025-05-09 14:50:00,0,240,55625
2025-05-09 14:55:00,0,594,55938
2025-05-09 15:00:00,0,213,56250
2025-05-09 15:05:00,0,102,56563
2025-05-09 15:10:00,0,456,56875
2025-05-09 15:15:00,0,210,57188
2025-05-09 15:20:00,0,103,57500
2025-05-09 15:25:00,0,764,57813
2025-05-09 15:30:00,0,572,58125
2025-05-09 15:35:00,0,429,58438
2025-05-09 15:40:00,0,100,58750
2025-05-09 15:45:00,0,344,59063
2025-05-09 15:50:00,0,664,59375
2025-05-09 15:55:00,0,483,59688
2025-05-09 16:00:00,1,731,60000
2025-05-09 16:05:00,0,1000,60313
2025-05-09 16:10:00,0,1791,60625
2025-05-09 16:15:00,0,853,60938
2025-05-09 16:20:00,0,217,61250
2025-05-09 16:25:00,0,1220,61563
2025-05-09 16:30:00,0,387,61875
2025-05-09 16:35:00,0,821,62188
2025-05-09 16:40:00,0,456,62500
2025-05-09 16:45:00,0,615,62813
2025-05-09 16:50:00,0,495,63125
2025-05-09 16:55:00,0,493,63438
2025-05-09 17:00:00,0,123,63750
2025-05-09 17:05:00,0,422,64063
2025-05-09 17:10:00,0,214,64375
2025-05-09 17:15:00,0,187,64688
2025-05-09 17:20:00,0,645,65000
2025-05-09 17:25:00,0,731,65313
2025-05-09 17:30:00,0,689,65625
2025-05-09 17:35:00,0,161,65938
2025-05-09 17:40:00,0,376,66250
2025-05-09 17:45:00,0,277,66563
2025-05-09 17:50:00,0,213,66875
2025-05-09 17:55:00,0,319,67188
2025-05-09 18:00:00,0,580,67500
2025-05-09 18:05:00,0,348,67813
2025-05-09 18:10:00,0,584,68125
2025-05-09 18:15:00,0,559,68438
2025-05-09 18:20:00,0,640,68750
2025-05-09 18:25:00,0,479,69063
2025-05-09 18:30:00,0,816,69375
2025-05-09 18:35:00,0,641,69688
2025-05-09 18:40:00,0,789,70000
2025-05-09 18:45:00,0,708,70313
2025-05-09 18:50:00,0,355,70625
2025-05-09 18:55:00,0,335,70938
2025-05-09 19:00:00,0,1441,71250
2025-05-09 19:05:00,0,1767,71563
2025-05-09 19:10:00,0,1831,71875
2025-05-09 19:15:00,0,1472,72188
2025-05-09 19:20:00,0,1442,72500
2025-05-09 19:25:00,0,1991,72813
2025-05-09 19:30:00,0,1899,73125
2025-05-09 19:35:00,0,1853,73438
2025-05-09 19:40:00,0,1596,73750
2025-05-09 19:45:00,0,1574,74063
2025-05-09 19:50:00,0,1902,74375
2025-05-09 19:55:00,0,1685,74688
2025-05-09 20:00:00,0,294,75000
2025-05-09 20:05:00,0,111,75313
2025-05-09 20:10:00,0,624,75625
2025-05-09 20:15:00,0,655,75938
2025-05-09 20:20:00,0,447,76250
2025-05-09 20:25:00,0,306,76563
2025-05-09 20:30:00,0,359,76875
2025-05-09 20:35:00,0,663,77188
2025-05-09 20:40:00,0,695,77500
2025-05-09 20:45:00,0,446,77813
2025-05-09 20:50:00,0,513,78125
2025-05-09 20:55:00,0,170,78438
2025-05-09 21:00:00,0,605,78750
2025-05-09 21:05:00,0,424,79063
2025-05-09 21:10:00,0,697,79375
2025-05-09 21:15:00,0,353,79688
2025-05-09 21:20:00,0,671,80000
2025-05-09 21:25:00,0,689,80313
2025-05-09 21:30:00,0,321,80625
2025-05-09 21:35:00,0,501,80938
2025-05-09 21:40:00,0,374,81250
2025-05-09 21:45:00,0,710,81563
2025-05-09 21:50:00,0,746,81875
2025-05-09 21:55:00,0,351,82188
2025-05-09 22:00:00,0,523,82500
2025-05-09 22:05:00,0,690,82813
2025-05-09 22:10:00,0,664,83125
2025-05-09 22:15:00,0,417,83438
2025-05-09 22:20:00,0,534,83750
2025-05-09 22:25:00,0,248,84063
2025-05-09 22:30:00,0,471,84375
2025-05-09 22:35:00,0,100,84688
2025-05-09 22:40:00,0,293,85000
2025-05-09 22:45:00,0,709,85313
2025-05-09 22:50:00,0,746,85625
2025-05-09 22:55:00,0,251,85938
2025-05-09 23:00:00,0,799,86250
2025-05-09 23:05:00,0,281,86563
2025-05-09 23:10:00,0,614,86875
2025-05-09 23:15:00,0,406,87188
2025-05-09 23:20:00,0,297,87500
2025-05-09 23:25:00,0,221,87813
2025-05-09 23:30:00,0,576,88125
2025-05-09 23:35:00,0,310,88438
2025-05-09 23:40:00,0,517,88750
2025-05-09 23:45:00,0,797,89063
2025-05-09 23:50:00,0,797,89375
2025-05-09 23:55:00,0,240,89688
2025-05-10 00:00:00,0,2000,90000
2025-05-10 00:05:00,0,1761,90312
2025-05-10 00:10:00,0,2000,90625
2025-05-10 00:15:00,0,1997,90937
2025-05-10 00:20:00,0,1717,91250
2025-05-10 00:25:00,0,1730,91562
2025-05-10 00:30:00,0,2000,91875
2025-05-10 00:35:00,0,1853,92187
2025-05-10 00:40:00,0,1938,92500
2025-05-10 00:45:00,0,1866,92812
2025-05-10 00:50:00,0,1611,93125
2025-05-10 00:55:00,0,1887,93437
2025-05-10 01:00:00,0,313,93750
2025-05-10 01:05:00,0,376,94062
2025-05-10 01:10:00,0,493,94375
2025-05-10 01:15:00,0,215,94687
2025-05-10 01:20:00,0,762,95000
2025-05-10 01:25:00,0,112,95312
2025-05-10 01:30:00,0,905,95625
2025-05-10 01:35:00,0,968,95937
2025-05-10 01:40:00,0,435,96250
2025-05-10 01:45:00,0,544,96562
2025-05-10 01:50:00,0,283,96875
2025-05-10 01:55:00,0,345,97187
2025-05-10 02:00:00,0,207,97500
2025-05-10 02:05:00,0,101,97812
2025-05-10 02:10:00,0,243,98125
2025-05-10 02:15:00,0,43,98437
2025-05-10 02:20:00,0,54,98750
2025-05-10 02:25:00,0,87,99062
2025-05-10 02:30:00,0,226,99375
2025-05-10 02:35:00,0,220,99687
2025-05-10 02:40:00,0,91,100000
2025-05-10 02:45:00,0,97,100312
2025-05-10 02:50:00,0,98,100625
2025-05-10 02:55:00,0,48,100937
2025-05-10 03:00:00,0,140,101250
2025-05-10 03:05:00,0,147,101562
2025-05-10 03:10:00,0,143,101875
2025-05-10 03:15:00,0,62,102187
2025-05-10 03:20:00,0,73,102500
2025-05-10 03:25:00,0,234,102812
2025-05-10 03:30:00,0,110,103125
2025-05-10 03:35:00,0,172,103437
2025-05-10 03:40:00,0,190,103750
2025-05-10 03:45:00,0,198,104062
2025-05-10 03:50:00,0,156,104375
2025-05-10 03:55:00,0,149,104687
2025-05-10 04:00:00,0,146,105000
2025-05-10 04:05:00,0,132,105312
2025-05-10 04:10:00,0,145,105625
2025-05-10 04:15:00,0,33,105937
2025-05-10 04:20:00,0,82,106250
2025-05-10 04:25:00,0,196,106562
2025-05-10 04:30:00,0,158,106875
2025-05-10 04:35:00,0,155,107187
2025-05-10 04:40:00,0,89,107500
2025-05-10 04:45:00,0,133,107812
2025-05-10 04:50:00,0,192,108125
2025-05-10 04:55:00,0,218,108437
2025-05-10 05:00:00,0,214,108750
2025-05-10 05:05:00,0,37,109062
2025-05-10 05:10:00,0,208,109375
2025-05-10 05:15:00,0,59,109687
2025-05-10 05:20:00,0,205,110000
2025-05-10 05:25:00,0,202,110312
2025-05-10 05:30:00,0,92,110625
2025-05-10 05:35:00,0,190,110937
2025-05-10 05:40:00,0,157,111250
2025-05-10 05:45:00,0,128,111562
2025-05-10 05:50:00,0,209,111875
2025-05-10 05:55:00,0,81,112187
2025-05-10 06:00:00,0,255,112500
2025-05-10 06:05:00,0,176,112812
2025-05-10 06:10:00,0,121,113125
2025-05-10 06:15:00,0,41,113437
2025-05-10 06:20:00,0,196,113750
2025-05-10 06:25:00,0,182,114062
2025-05-10 06:30:00,0,223,114375
2025-05-10 06:35:00,0,98,114687
2025-05-10 06:40:00,0,91,115000
2025-05-10 06:45:00,0,104,115312
2025-05-10 06:50:00,0,105,115625
2025-05-10 06:55:00,0,171,115937
2025-05-10 07:00:00,0,564,116250
2025-05-10 07:05:00,0,566,116562
2025-05-10 07:10:00,0,580,116875
2025-05-10 07:15:00,0,394,117187
2025-05-10 07:20:00,0,954,117500
2025-05-10 07:25:00,0,370,117812
2025-05-10 07:30:00,0,560,118125
2025-05-10 07:35:00,0,137,118437
2025-05-10 07:40:00,0,599,118750
2025-05-10 07:45:00,0,128,119062
2025-05-10 07:50:00,0,434,119375
2025-05-10 07:55:00,0,908,119687
2025-05-10 08:00:00,0,740,120000
2025-05-10 08:05:00,0,548,120312
2025-05-10 08:10:00,0,704,120625
2025-05-10 08:15:00,0,953,120937
2025-05-10 08:20:00,0,230,121250
2025-05-10 08:25:00,0,334,121562
2025-05-10 08:30:00,0,674,121875
2025-05-10 08:35:00,0,900,122187
2025-05-10 08:40:00,0,379,122500
2025-05-10 08:45:00,0,550,122812
2025-05-10 08:50:00,0,558,123125
2025-05-10 08:55:00,0,275,123437
2025-05-10 09:00:00,1,2000,123750
2025-05-10 09:05:00,0,2000,124062
2025-05-10 09:10:00,0,2000,124375
2025-05-10 09:15:00,0,2000,124687
2025-05-10 09:20:00,0,2000,125000
2025-05-10 09:25:00,0,2000,125312
2025-05-10 09:30:00,0,2000,125625
2025-05-10 09:35:00,0,2000,125937
